
idpk,CIK,year,assets,CurrentAssets,NoncurrentAssets,liabilities,CurrentLiabilities,NoncurrentLiabilities,LiabilitiesAndStockholdersEquity,equity,CommonStockValue,RetainedEarningsAccumulatedDeficit,AccumulatedOtherComprehensiveIncomeLoss,MinorityInterest,revenues,SalesRevenueNet,CostOfGoodsSold,GrossProfit,OperatingExpenses,SellingGeneralAndAdministrativeExpense,ResearchAndDevelopmentExpense,OperatingIncomeLoss,InterestExpense,IncomeBeforeIncomeTaxes,IncomeTaxExpenseBenefit,NetIncomeLoss,PreferredStockDividendsAndOtherAdjustments,NetIncomeLossAvailableToCommonStockholdersBasic,EarningsPerShareBasic,EarningsPerShareDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfDilutedSharesOutstanding,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInFinancingActivities,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndCashEquivalentsAtCarryingValue,PaymentsToAcquirePropertyPlantAndEquipment,ProceedsFromIssuanceOfCommonStock,PaymentsOfDividends,RepaymentsOfDebt,ProceedsFromIssuanceOfDebt,DepreciationAndAmortization,InventoryNet,AccountsReceivableNetCurrent,AccountsPayableCurrent,Goodwill,IntangibleAssetsNetExcludingGoodwill,PropertyPlantAndEquipmentNet,LongTermDebtNoncurrent,ShortTermBorrowings,IncomeTaxesPayableCurrent,EntityRegistrantName,EntityCentralIndexKey,TradingSymbol,EntityIncorporationStateCountryCode,EntityFilerCategory,DocumentPeriodEndDate,DocumentFiscalPeriodFocus,DocumentFiscalYearFocus,DocumentType,AmendmentFlag,CurrentFiscalYearEndDate,TL_TA,Debt_Assets,EBIT_InterestExpense,EBITDA_InterestExpense,CFO_Liabilities,CFO_DebtService,CurrentRatio,QuickRatio,WC_TA,ROA,OperatingMargin,DaysAR,DaysINV,DaysAP,CashConversionCycle,Accruals,DividendOmission,DebtIssuanceSpike,DebtRepaymentSpike,AltmanZPrime,AltmanZDoublePrime,OhlsonOScore,OhlsonOScoreProb,ZmijewskiXScore,SpringateSScore,TafflerZScore,FulmerHScore,GroverGScore,BeneishMScore,PiotroskiFScore,AIExpectedLikelihoodOfBankruptcyBase,AIExpectedLikelihoodOfBankruptcyExtended,AIExpectedLikelihoodOfBankruptcyBaseStrongerModelGPT,AIExpectedLikelihoodOfBankruptcyBaseStrongerModelGPTExplanation,AIExpectedLikelihoodOfBankruptcyBaseStrongerModelGROK,AIExpectedLikelihoodOfBankruptcyBaseStrongerModelGROKExplanation,AIExpectedLikelihoodOfBankruptcyExtendedStrongerModelGPT,AIExpectedLikelihoodOfBankruptcyExtendedStrongerModelGPTExplanation,AIExpectedLikelihoodOfBankruptcyExtendedStrongerModelGROK,AIExpectedLikelihoodOfBankruptcyExtendedStrongerModelGROKExplanation
4730,875729,2024,297,648749.0,,10154334.0,1600000.0,,7593633.0,4194105.0,0.0,-127236663.0,,37573.0,,,,,895267.0,,28443.0,-895267.0,,,0.0,-919427.0,,-919427.0,-0.02,-0.02,43451846.0,43451846.0,-1315892.0,-322694.0,376125.0,,,322694.0,,,,,330.0,,,214235.0,,,6851009.0,,,,,,,,,,,,,,,34189.676767677,0.0,,,-0.1295891980705,,0.405468125,0.405468125,-3202.8653198653,-3095.7138047138,,,,,,1334.898989899,0,0,0,-374522.03223871,-1437871.3581641,218076.0541122,1.0,208807.57131884,-12553.057979798,-27019.897343463,,-15496.044636364,6241.5768421175,0,4.0,7.0,73,debt > assets; negative working capital; operating loss,95,"low assets, high liabilities, net loss",100,low Altman Z (< -10,100,"Insanely high leverage, massive negative ROA, and extreme distress scores"
836,1424768,2024,992298,584090.0,,4317774.0,4074487.0,,992298.0,-2940871.0,3273.0,-32820490.0,,,,,,330195.0,296987.0,277104.0,5508.0,33208.0,12000.0,,,6862.0,2270590.0,-155323.0,0.0,0.0,32527172.0,32527172.0,24621.0,288.0,-14139.0,,57291.0,3482.0,,,,,14375.0,234145.0,215231.0,117801.0,,,252404.0,,,,,,,,,,,,,,,4.3512876172279,0.0,2.7673333333333,3.96525,0.0057022437950666,2.05175,0.14335301597477,0.085886885882812,-3.5174886979516,0.0069152613428627,,,,,,-0.019173257845176,0,0,0,-30.718851155801,-131.39026715059,22.590184204818,0.9999999998454,20.47179415422,-3.5202734964698,2702.2433150615,,-5.633049571802,-3.7296361752083,5,8.0,25.0,100,"L/A 4.35, CR 0.14, ROA 0.7%",85,"Negative equity, minimal activity, low cash flows",90,Low Altman Z' -30.7 ; High Zmijewski X 20.47 ; Leverage TL/TA 4.35,100,High leverage and negative equity signal high risk
506,1328581,2024,3458646000,2056814000.0,,,594116000.0,,3458646000.0,1352619000.0,450000.0,1780369000.0,,,,,,,,,,1157849000.0,6361000.0,,288723000.0,857658000.0,,96733000.0,21.7,21.56,39526000.0,39772000.0,1041219000.0,-625456000.0,-166326000.0,,949574000.0,114117000.0,,,,,,712369000.0,,,170254000.0,190743000.0,932633000.0,445280000.0,,,,,,,,,,,,,,0.0,0.12874402295002,182.02310957397,182.02310957397,,163.68794214746,3.4619737559668,2.2629335012018,0.42291058408406,0.24797507463904,,,,,,-0.054801198956287,0,0,0,1.7793563874418,6.7020582910191,,,-5.4020399408518,1.4633400960954,1.3654211272272,16.836772913127,1.8903900514826,-4.9729514582387,5,10.0,3.0,25,low leverage TL/TA 0.00; healthy current ratio 3.46; ample cash/CL 2.26; positive ROA 24.8%; net profit,20,low leverage TL/TA 0.00; healthy current ratio 3.46; ample cash/CL 2.26; positive ROA 24.8%; net profit,30,low leverage TL/TA 0.00; healthy current ratio 3.46; ample cash/CL 2.26; positive ROA 24.8%; net profit,22,low leverage TL/TA 0.00; healthy current ratio 3.46; ample cash/CL 2.26; positive ROA 24.8%; net profit
3795,1053352,2024,5157580000,,,4521194000.0,,,5194095000.0,598028000.0,506539000.0,179092000.0,,,,,,,,,,,7016000.0,,27811000.0,66555000.0,,,1.1,1.09,60908221.0,61090290.0,69853000.0,-669487000.0,-399979000.0,,,783000.0,,,,,,,,,167631000.0,,9857000.0,,,,,,,,,,,,,,,0.8766115116004,0.0,14.450114025086,14.450114025086,0.015450122246469,9.9562428734322,,,0.0,0.012904307834294,,,,,,-0.0006189365495263,0,0,0,0.14603952544742,0.38418043038454,,,0.63861623086797,0.060346662582064,3.2,,0.12370559603535,-4.4390809614491,4,8.0,3.0,65,moderate-high leverage TL/TA 0.88; positive ROA 1.3%; net profit,52,moderate-high leverage TL/TA 0.88; positive ROA 1.3%; net profit,70,moderate-high leverage TL/TA 0.88; positive ROA 1.3%; net profit,52,moderate-high leverage TL/TA 0.88; positive ROA 1.3%; net profit
7645,1845123,2024,24524527,148349.0,26906183.0,3170274.0,1752272.0,30725362.0,24524527.0,163250.0,,-2922487.0,,19891093.0,1420030.0,,,,5767389.0,,,-1218706.0,,,,1110240.0,53219200.0,-58379761.0,-1.84,-1.84,31643646.0,31643646.0,-282164.0,0.0,0.0,,148349.0,,,,,,213514.0,,1225297.0,2015734.0,,,,,,,,,,,,,,,,,,0.12926952678843,0.0,,,-0.089003032545452,,0.084660943049937,0.084660943049937,-0.065400772051587,0.045270597879421,,,,,,0.010908276088192,0,0,0,-0.28059564186979,-1.0973805224784,-7.8704180485361,0.0003817289140631,-3.7665427439912,-0.2199213917561,82.068709865686,,-0.22079178020436,-10.077434693646,2,70.0,40.0,17,negative working capital; operating loss; current ratio <1,80,"large net loss relative to assets, negative operating cash, low liquidity",33,low Altman Z (-1.10,60,"Severe negative ROA, low liquidity, and negative cash flows despite low Ohlson probability"
2816,1423689,2024,71596000000,,,63339000000.0,,,71596000000.0,10291000000.0,7000000.0,-8148000000.0,,,,,,,74000000.0,,,,449000000.0,,,-1190000000.0,,-1295000000.0,-2.41,-2.41,537000000.0,537000000.0,1013000000.0,11188000000.0,-11392000000.0,,1018000000.0,,526000000.0,869000000.0,,,,,,,526000000.0,,,,,,,,,,,,,,,,,0.88467232806302,0.0,-1.6503340757238,-1.6503340757238,0.015993305862107,2.2561247216036,,,0.0,-0.01662104028158,,,,,,-0.035721234920223,0,0,0,-0.060310208236172,-0.26995665501135,,,0.81742695122633,-0.031773702441477,3.2,,0.022035420973239,-4.5799722470529,2,2.0,50.0,56,high leverage; liquidity n/a; large scale,55,Net loss but positive operating cash flow and equity,89,"low Altman Z, Zmijewski>0, negative EBIT/interest",80,High Ohlson probability despite large assets
1793,1138476,2024,11823890,11682897.0,,1020271.0,1008301.0,,11823890.0,11317291.0,12800.0,10374746.0,,,1312643.0,,,,1230187.0,,,82456.0,0.0,,51163.0,131109.0,,767928.0,0.01,0.01,12800000.0,12816000.0,-41382.0,-209.0,0.0,,2565992.0,209.0,,0.0,,,,,1020580.0,159789.0,,,77394.0,,35305.0,,,,,,,,,,,,,0.086288945516239,0.0029859039622324,,,-0.040559812049936,,11.586715673197,11.586715673197,0.90279899423963,0.011088482724383,,,,,,0.01444875379488,0,0,0,6.0709884145634,20.476734736849,-8.8802407101977,0.0001390913270843,-3.8117043201244,0.95129215511985,30.916191720665,,1.5701793242325,-4.7842604770982,2,1.0,1.0,11,low leverage TL/TA 0.09; strong current ratio 11.59; ample cash/CL 2.54,15,"Positive operating income, net income, and high liquidity",18,Low Ohlson 0%; X safe -3.81; F-score 2,10,"small positive ROA, high liquidity, safe Altman scores, low Ohlson prob"
3344,1874315,2024,76382000,26550000.0,,24707000.0,21392000.0,,76382000.0,106198000.0,0.0,-283833000.0,,,,,,,,9867000.0,5827000.0,-36311000.0,,,2124000.0,,,-29851000.0,-0.33,-0.33,89326172.0,89326172.0,-26313000.0,-9928000.0,-19000.0,,23476000.0,9928000.0,0.0,,,,,,901000.0,,,,41130000.0,36430000.0,,,,,,,,,,,,,,0.32346626168469,0.47694482993375,,,-1.0650018213462,,1.2411181750187,1.2411181750187,0.067528998978817,0.0,,,,,,0.23895167478671,0,0,0,-2.7707485287699,-10.352451497882,-6.7926333776006,0.0011207527078556,-2.4512778356972,-1.3898828257967,2.8953809008313,,-1.4497940614281,-3.9598361467813,0,40.0,55.0,44,"neg. operating cash flow, very small scale",80,"Significant losses, negative cash flow, and negative retained earnings",48,"low Altman Z, low F-score 0, Zmijewski<0",45,Losses but adequate liquidity and low debt reduce risk to moderate
4587,1041803,2024,1808400000,877107000.0,,898565000.0,634477000.0,,2005608000.0,991073000.0,3000.0,817559000.0,,,,,,,,,,167066000.0,2749000.0,,51858000.0,104534000.0,,103289000.0,3.38,3.38,30591000.0,30600000.0,121829000.0,-74756000.0,-12209000.0,,237710000.0,120660000.0,,26559000.0,,,,471407000.0,,453229000.0,43303000.0,,850328000.0,103556000.0,8679000.0,,,,,,,,,,,,,0.49688398584384,0.062063149745631,60.773372135322,60.773372135322,0.13558173309666,44.317570025464,1.3824094490423,0.63942428173125,0.13416832559168,0.057804689228047,,,,,,-0.0098429510072022,0,0,0,1.2293929840702,4.1328708960857,-7.5031794941585,0.0005510248385071,-1.7223527444202,0.4218101747401,1.8932220817314,13.132021102891,0.59192569121876,-5.038535726681,6,3.0,3.0,28,moderate leverage; equity cushion; adequate liquidity,10,"positive net income, positive equity",28,low Altman Z (1.23,20,"Positive ROA, good interest coverage, and very low Ohlson probability"
5797,1858007,2024,60448458,292167.0,,3000878.0,940308.0,,60448458.0,9032988.0,185.0,-2097374.0,,,,,,,,,,-561790.0,,,171120.0,-247329.0,,,,,5750000.0,,-576054.0,-536707.0,445000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049643582306103,0.0,,,-0.19196181917426,,0.31071414898097,0.31071414898097,-0.010722208993321,-0.0040915683903798,,,,,,0.0054381039794266,0,0,0,1.1982966855193,2.9147175297322,-7.6085023453185,0.0004959683534986,-3.9973766665026,-0.039575542687954,3.2772681691582,,0.0077380561138549,-4.7375551114803,1,30.0,8.0,48,"CR 0.31<1, loss-making, neg. operating cash flow",50,Positive equity but net losses and low liquidity,49,"low leverage TL/TA 0.05, weak liquidity CR 0.31x, negative ROA -0.4%",25,"Low debt and positive equity, but losses and low liquidity pose some risk"
1980,1326200,2024,1141902000,157272000.0,984630000.0,227256000.0,35286000.0,191970000.0,1141902000.0,913256000.0,425000.0,-641117000.0,,1390000.0,536934000.0,,,,,,,167238000.0,2029000.0,,,158576000.0,,,3.74,3.7,42412722.0,42915496.0,189323000.0,-55015000.0,-190739000.0,,46542000.0,3566000.0,,,,,,26749000.0,17815000.0,10650000.0,,,7071000.0,190169000.0,,,,,,,,,,,,,,0.19901532705959,0.16653705834651,82.423854115328,82.423854115328,0.83308251487309,93.308526367669,4.4570651249787,3.6990024372272,0.1068270306909,0.13887006065319,,,,,,-0.026554473505118,0,0,0,1.7439087245789,4.0742046414974,-10.31431901885,3.3153834619236e-05,-3.7726996481998,0.55965068806255,4.6000958496538,5.1749183495416,0.72957771332391,-4.9517576827889,4,10.0,4.0,0,accum. deficit; low leverage; strong equity buffer,10,"positive net income, positive equity",15,low Altman Z (1.74,10,"Positive ROA, strong liquidity, good interest coverage, and very low Ohlson probability"
5753,1639068,2024,16835820,36164.0,,18018592.0,1793854.0,,16835820.0,-997353.0,26237.0,-2120903.0,,,,,,,177363.0,,,231475.0,228804.0,,,-3727.0,,,0.0,0.0,26237125.0,26237125.0,146430.0,-106984.0,-43033.0,,,328553.0,,,,,56022.0,,2100.0,21250.0,,,16793056.0,,,,,,,,,,,,,,,1.0702533051553,0.0,1.0116737469625,1.2565208650198,0.0081266061188355,0.63998007027849,0.020159946127165,0.020159946127165,-0.10440180519868,-0.0002213732387255,,,,,,-0.0088521650065676,0,0,0,-0.16208699341641,-1.0612822796127,0.3803558853255,0.59395893527888,1.8015206587441,-0.065324555026129,334.17139302191,,-0.068457979949893,-4.6186901165174,4,45.0,5.0,100,near-insolvent leverage; negative equity; weak current ratio,95,Negative equity and severe liquidity issues with current ratio approximately 0.02,76,"high Ohlson prob, low Altman Z, Zmijewski>0",80,Liabilities exceed assets and negative equity indicate high risk
3355,1703625,2024,368817,206722.0,,1167938.0,1167938.0,,368817.0,-870940.0,43816.0,-4275583.0,,,85000.0,,,85000.0,107253.0,,8349.0,-107253.0,41106.0,,,-148359.0,,,,,,,-92488.0,-148225.0,50000.0,,,,50000.0,,,,,,,12942.0,,,161095.0,,2700.0,,,,,,,,,,,,,3.1667141156725,0.0073207037636551,-2.6091811414392,-2.6091811414392,-0.079189135039702,-2.2499878363256,0.17699740910905,0.17699740910905,-2.6062139218095,-0.40225640358226,,,,,,-0.24916604231332,0,0,0,-12.904389332765,-57.626136380253,16.18484580412,0.99999990645712,15.56113226509,-3.5771647998872,-30.17801323261,,-5.2267094494017,-5.6276394850325,4,14.0,4.0,100,liabilities>assets; negative equity; weak current ratio,90,"Negative equity, net loss, and negative operating cash flow",100,"high Ohlson prob, low Altman Z, Zmijewski>0",95,"High leverage, losses, and low liquidity"
9328,1444380,2024,635713000,530921000.0,,342568000.0,83375000.0,,635713000.0,303616000.0,36000.0,-699410000.0,,,,,,276367000.0,270203000.0,322138000.0,53065000.0,6164000.0,1613000.0,,1263000.0,3001000.0,,3001000.0,0.08,0.08,35317644.0,35525255.0,24675000.0,64290000.0,-2457000.0,,120373000.0,7542000.0,,,,,,118676000.0,79377000.0,22520000.0,0.0,27354000.0,24568000.0,211471000.0,0.0,,,,,,,,,,,,,0.53887210108964,0.33265168401464,3.8214507129572,3.8214507129572,0.07202949487401,15.297582145071,6.367868065967,4.9444677661169,0.70400636765333,0.0047206837047536,,,,,,-0.035011117653283,0,0,0,-0.024725295462753,2.027404442907,-7.8636568136922,0.0003843176225611,-1.2242006281966,0.75489389079663,5.6738636765408,2.5280235112667,1.2515408383972,-3.5572845172581,4,50.0,5.0,1,accum. deficit; strong equity buffer; solid liquidity,20,"small positive net income, positive equity",29,low Altman Z (-0.02,20,"Small positive ROA, good liquidity, and very low Ohlson probability"
3509,1812360,2024,725000,233000.0,,14825000.0,14336000.0,,725000.0,6708000.0,234000.0,-177060000.0,,-39000.0,13000.0,,,,7405000.0,6332000.0,309000.0,-7392000.0,42000.0,,,-7639000.0,81326.0,-7639000.0,,,,,-3360000.0,-2122000.0,692000.0,,38000.0,,,,48000.0,265000.0,1300000.0,,276000.0,4556000.0,2369000.0,378000.0,14000.0,,,,,,,,,,,,,,,20.448275862069,0.0,-176.0,-145.04761904762,-0.22664418212479,-37.333333333333,0.016252790178571,0.016252790178571,-19.452413793103,-10.536551724138,,,,,,-0.23684720338749,0,0,0,-252.29080712915,-991.80837299529,173.16167585254,1.0,159.66972018357,-51.337282758621,-93.113853223281,,-66.577612413793,-65.166215347182,2,5.0,8.0,100,liabilities>assets; weak current ratio; large loss vs assets,85,"Net loss, negative operating cash flow, and inconsistent balance sheet figures",100,"high Ohlson prob, low Altman Z, Zmijewski>0",100,Severe insolvency and massive losses
5907,1125345,2024,298418000,251339000.0,,145805000.0,56108000.0,,298418000.0,239618000.0,621000.0,-1102752000.0,,,151941000.0,,,,,,207026000.0,-121418000.0,0.0,,0.0,-119758000.0,,,-1.95,-1.95,61433124.0,61433124.0,-86959000.0,70715000.0,1659000.0,,100956000.0,3623000.0,1085000.0,,,,,1221000.0,10367000.0,6443000.0,,,21847000.0,,,,,,,,,,,,,,,0.48859318137646,0.0,,,-0.59640615891087,,4.479557282384,4.4577956797605,0.65421991970994,-0.40130957247887,,,,,,-0.11331764803433,0,0,0,-3.2347841293716,-8.7636789278698,-4.6287386439097,0.0096725981367828,0.30879243913027,-0.57525125830211,5.5014720151109,,-0.2421092829521,-5.3753290110602,2,60.0,15.0,61,"L/A 0.49, CR 4.48, ROA -40.1%",60,Positive equity but large net loss and negative operating cash flow,53,Low Altman Z' -3.2 ; High Zmijewski X 0.31 ; ROA -40%,29,Ongoing losses and negative ROA contribute to moderate risk
6424,1822479,2024,3130420000,557244000.0,,2686686000.0,230654000.0,,3130420000.0,586096000.0,2860000.0,-654440000.0,,,,,,557004000.0,308654000.0,245714000.0,,248350000.0,,,-9541000.0,-233570000.0,,-233570000.0,-0.83,-0.83,280096000.0,280096000.0,277961000.0,-181896000.0,197761000.0,,296407000.0,182378000.0,,,,,,48316000.0,147696000.0,71039000.0,1101768000.0,416318000.0,,2223674000.0,,,,,,,,,,,,,,0.85825096951847,0.71034365995617,,,0.10345868478862,,2.415930354557,2.2064564239077,0.10432785377042,-0.074612991228014,,,,,,-0.16373904171251,0,0,0,0.23584504462601,0.76504386360148,-4.3045001879072,0.013327610632646,0.93745270819955,0.35101430478977,2.931605284638,,0.50038907239284,-5.3097486686337,3,75.0,25.0,39,"L/A 0.86, CR 2.42, ROA -7.5%",40,"Positive equity, positive operating cash flow but net loss",56,Low Altman Z' 0.2 ; High Zmijewski X 0.94 ; Leverage TL/TA 0.86,37,Negative income with moderate leverage
1826,1081938,2024,11745650,1195842.0,,23898863.0,18163901.0,,11745650.0,-17344456.0,44075.0,-91278353.0,,,0.0,,,0.0,720277.0,857573.0,,-720277.0,459345.0,,0.0,-1412573.0,,,0.0,0.0,292889614.0,292889614.0,-611738.0,-893.0,493309.0,,650.0,893.0,,,,,73399.0,1133668.0,0.0,8781169.0,,,161540.0,,,,,,,,,,,,,,,2.0346990588005,0.0,-1.5680523353906,-1.4082617640336,-0.025596949946949,-1.3317615300047,0.065836187942227,0.003422943122185,-1.4446249462567,-0.12026350180705,,,,,,-0.093338359025319,0,0,0,-8.113385342671,-35.985127328233,6.3932980225962,0.99833006296279,7.8392337380463,-1.6762249139043,2597.2913161798,,-2.5334500040441,-4.797025580584,3,20.0,30.0,100,"L/A 2.03, CR 0.07, ROA -12.0%",90,"Negative equity, negative net income, negative cash flow, zero revenues",100,Low Altman Z' -8.1 ; High Zmijewski X 7.84 ; Leverage TL/TA 2.03,100,"Insolvent with liabilities far exceeding assets, consistent high risk scores"
7524,1015328,2024,52949649000,,,47858005000.0,,,52873511000.0,4498688000.0,61198000.0,2997263000.0,,,565764000.0,,,,,,,,252081000.0,,190873000.0,509682000.0,27964000.0,481718000.0,8.14,8.02,59205000.0,60091000.0,1375000000.0,-3490769000.0,2195530000.0,,,53449000.0,285729000.0,108210000.0,,,,,,,653587000.0,20951000.0,760283000.0,,10124000.0,,,,,,,,,,,,,0.90383989136547,0.0001912005120185,3.7790868808042,3.7790868808042,0.028730825699901,5.4545959433674,,,0.0,0.0096257861879311,,,,,,-0.016787330653831,0,0,0,0.14332466048538,0.40413795626601,,,0.80857134293751,0.055233463776124,3.2,142.89938588924,0.11808856419426,-4.5121281171179,4,25.0,5.0,45,high leverage (0.90x A,10,"Positive equity, net income, and operating cash",70,moderate-high leverage TL/TA 0.90; positive ROA 1.0%; net profit,70,High Ohlson probability and leverage suggest significant risk
7799,1583648,2024,38680000,7548000.0,,11428000.0,11922000.0,,38680000.0,27929000.0,1000.0,-314964000.0,,,1936000.0,,,,17447000.0,,13424000.0,-15511000.0,,,0.0,-13183000.0,,17915000.0,-14.15,-9.08,931000.0,1014000.0,-10996000.0,11903000.0,19781000.0,,17396000.0,48000.0,19729000.0,,,,,,572000.0,3372000.0,,,,,,,,,,,,,,,,,,0.29544984488108,0.0,,,-0.9621981099055,,0.63311524911928,0.63311524911928,-0.11308169596691,-0.3408221302999,,,,,,-0.032600432287397,0,0,0,-7.1975326693649,-27.416056143422,-2.9337149210222,0.050511857994023,-1.0797038368319,-1.3475695449845,1.5594040443491,,-1.4891638055843,0.75177185975624,2,15.0,16.0,26,negative working capital; operating loss; current ratio <1,65,"negative net income, negative operating cash, accumulated losses",41,low Altman Z (< -10,75,"Negative ROA, low liquidity, negative cash flows, and low Altman scores"
7315,1037540,2024,26026149000,,,17833785000.0,,,26026149000.0,5876697000.0,1569000.0,-816152000.0,,,3108581000.0,,,1929527000.0,,,,,437139000.0,,,848947000.0,,848947000.0,5.42,5.4,156726000.0,157137000.0,1282399000.0,-1602802000.0,556057000.0,,452692000.0,,,685019000.0,,,749775000.0,,,,,,,,,,,,,,,,,,,,,0.68522565516704,0.0,2.9420527566747,4.6572394593024,0.071908403067548,2.9336183685281,,,0.0,0.032619001758578,,,,,,-0.017257378286476,0,0,0,0.2653728039892,0.57584207321362,,,-0.54099927346147,0.151704503805,3.2,,0.22468725914848,-4.3989263158756,4,45.0,20.0,39,"L/A 0.69, ROA 3.3%, CFO/A 4.9%",5,"Strong positive net income, positive equity, healthy cash flows",69,Low Altman Z' 0.3 ; Leverage TL/TA 0.69,37,Positive net income but accumulated losses pose moderate risk
3762,72903,2024,64079000000,4069000000.0,,,5652000000.0,,64079000000.0,17616000000.0,1387000000.0,7858000000.0,,,,,,,,,,2428000000.0,953000000.0,,-135000000.0,1736000000.0,,,3.18,3.17,547000000.0,547000000.0,3932000000.0,-4653000000.0,666000000.0,,129000000.0,,322000000.0,1012000000.0,,,,711000000.0,1315000000.0,1668000000.0,,,51642000000.0,,785000000.0,,,,,,,,,,,,,0.0,0.012250503285008,2.5477439664218,2.5477439664218,,4.1259181532004,0.71992215145081,0.59412597310686,-0.02470388114671,0.027091558857036,,,,,,-0.035061109470172,0,0,0,0.20388131837263,0.49234164078715,,,-4.4190323262509,0.090879539318654,2.2579852993961,13.296127413841,0.14478517142902,-4.876368888621,4,5.0,5.0,0,negative working capital; current ratio <1; positive cash flow,5,"positive net income, strong balance sheet",51,low Altman Z (0.20,45,Positive ROA but low liquidity and low Altman scores
8987,1844452,2024,85908000,31611000.0,,117895000.0,86069000.0,,85908000.0,-57619000.0,,-65859000.0,,0.0,,,,,,,,-6719000.0,,,3215000.0,-9360000.0,,-9688000.0,-0.64,-0.64,15224378.0,15224378.0,-18666000.0,-8565000.0,48268000.0,,46801000.0,8565000.0,0.0,4263000.0,0.0,0.0,,,16881000.0,,,,18349000.0,0.0,,,,,,,,,,,,,,1.3723401778647,0.0,,,-0.15832732516222,,0.36727509323915,0.36727509323915,-0.63391069516227,-0.10895376449225,,,,,,0.1217170660249,0,0,0,-1.5521137628152,-7.696393151276,-0.27463958728908,0.43176843960617,4.0141000544168,-0.8930375517996,-6.829694316884,,-1.2534415886763,-2.2125113579906,2,35.0,1.0,100,high leverage TL/TA 1.37; low current ratio 0.37; thin cash/CL 0.37; negative ROA -10.9%; net loss,80,high leverage TL/TA 1.37; low current ratio 0.37; thin cash/CL 0.37; negative ROA -10.9%; net loss,100,high leverage TL/TA 1.37; low current ratio 0.37; thin cash/CL 0.37; negative ROA -10.9%; net loss,75,high leverage TL/TA 1.37; low current ratio 0.37; thin cash/CL 0.37; negative ROA -10.9%; net loss
8107,730708,2024,14580249000,,,12472163000.0,,,14580249000.0,1310736000.0,8486000.0,467305000.0,,,,,,,,,,,26839000.0,,31629000.0,106507000.0,,,1.67,1.66,63707000.0,64264000.0,195859000.0,-364875000.0,-366773000.0,,447182000.0,,,,,,,,,,252154000.0,95645000.0,113304000.0,,,,,,,,,,,,,,,0.85541495210404,0.0,6.1468385558329,6.1468385558329,0.015703691492807,7.2975520697492,,,0.0,0.0073048821045512,,,,,,-0.0066865197353993,0,0,0,0.10644143605451,0.29086891821812,,,0.54299325752256,0.034736941049498,3.2,13.474927171893,0.095399261082578,-4.4639183689726,4,2.0,6.0,47,"L/A 0.86, ROA 0.7%, CFO/A 1.3%",10,"Positive net income, positive operating cash flow, healthy equity position",85,Low Altman Z' 0.1 ; High Zmijewski X 0.54 ; Leverage TL/TA 0.86,53,Moderate risk with positive earnings but low coverage in some models
594,3197,2024,600291000,281437000.0,,362800000.0,203106000.0,,600291000.0,232643000.0,348000.0,-6387000.0,,4848000.0,750000000.0,,,128225000.0,,93473000.0,,22161000.0,5419000.0,,5426000.0,17417000.0,,,0.5,0.5,34672007.0,35005159.0,29649000.0,-48257000.0,38176000.0,,54779000.0,3376000.0,,,,,,34089000.0,83100000.0,87691000.0,183197000.0,,26237000.0,126795000.0,,,,,,,,,,,,,,0.6043735454971,0.21122255705983,4.0894999077321,4.0894999077321,0.081722712238148,5.4713046687581,1.3856656130296,1.2178271444467,0.13048837980246,0.029014261416546,,,,,,-0.022139126090938,0,0,0,0.46857174476856,1.7427060385666,-6.6330161016734,0.0013144572665594,-0.98009230458887,0.24773851348763,1.5258056207748,7.0689696428802,0.39750739058223,-4.8833411585449,6,,,55,moderate leverage TL/TA 0.60; adequate current ratio 1.39; positive ROA 2.9%; net profit,44,moderate leverage TL/TA 0.60; adequate current ratio 1.39; positive ROA 2.9%; net profit,42,"CR 1.8x, ROA 1.8%",45,moderate leverage TL/TA 0.60; adequate current ratio 1.39; positive ROA 2.9%; net profit
4818,1725210,2024,6758054000,,,0.0,,,,,,,,,,,,,,,,,,,,-7702493000.0,,,,,,,2859603000.0,,-2859603000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,-1.1397501410909,,,,,,-2.0297569425627,0,0,0,-3.5412036883695,-7.6591209481309,,,0.8288756349091,-3.4990329331491,3.2,,-3.804473478016,-11.74876299124,3,,100.0,5,net loss; low leverage; positive cash flow,40,large net loss but positive implied equity and positive operating cash,71,low Altman Z (-7.66,85,"High Ohlson probability, negative ROA, and severely negative Altman scores indicating distress"
